split,fold,n_pos,site_spearman
posgroup,0,137,0.08227546810536338
posgroup,1,137,0.20419754699721843
posgroup,2,137,0.15982321205219632
posgroup,3,137,0.34051748277857635
posgroup,4,137,0.20022588533985472
posgroup,5,137,0.08330221965015774
posgroup,6,137,-0.05369910579274553
posgroup,7,137,0.09139955569660424
posgroup,8,136,0.2889461380659319
posgroup,9,136,0.13962120127856495
