split,fold,n_pos,site_spearman
block,0,137,0.0846696660257248
block,1,137,-0.05730673735695483
block,2,137,-0.05617731065768103
block,3,137,0.006235182108387627
block,4,137,0.006015830641999739
block,5,137,0.1279425765863311
block,6,137,0.12531035898967646
block,7,137,0.09689267646125412
block,8,137,0.10824294808370824
block,9,135,0.10039508340649694
